Web,Código,Descripción,Precio,Relación,Medida,Código Companía,Companía,Existencia,Loc : Habilitado,Loc : Autorizado,CodigoProducto,Producto,Peligrosidad,ONU,Cant Pallet,CodigoTipo,Subtipo,CodigoRubro,Tipo,Rubro,Descrip.Facturacion,Ferti Bolsa Granel,DivDepo,Densidad
1,1793,SOJA ORIGINAL DS 1410 (Bolsa x 40 kgs),0,1,Bls.,105,CORTEVA,0,1,0,257,SOJA GRUPO 4,0,0,0,30,SOJAS,3,AUTOGAMAS SOJA,SEMILLAS,SOJA,,Sem;Fert;SB,40
1,1794,SOJA ORIGINAL DS 1505 (Bolsa x 40 kgs),0,1,Bls.,105,CORTEVA,0,1,0,227,SOJA GRUPO 5,0,0,0,30,SOJAS,3,AUTOGAMAS SOJA,SEMILLAS,SOJA,,Sem;Fert;SB,40
1,1795,SOJA ORIGINAL DS 1393 (Bolsa x 40 kgs),0,1,Bls.,105,CORTEVA,0,1,0,235,SOJA GRUPO 3,0,0,0,30,SOJAS,3,AUTOGAMAS SOJA,SEMILLAS,SOJA,,Sem;Fert;SB,40
1,1796,MAIZ M 505 PW DPR (B1),0,1,Bls.,105,CORTEVA,0,1,0,700,MAIZ M 505 PW DPR,0,0,0,26,MAIZ,3,HIBRIDO MAIZ,SEMILLAS,Maiz,,Sem;Fert;SB,18
1,1797,MAIZ M 505 PW DPR (B2),0,1,Bls.,105,CORTEVA,0,1,0,700,MAIZ M 505 PW DPR,0,0,0,26,MAIZ,3,HIBRIDO MAIZ,SEMILLAS,Maiz,,Sem;Fert;SB,18
1,1798,MAIZ M 505 PW DPR (B3),0,1,Bls.,105,CORTEVA,0,1,0,700,MAIZ M 505 PW DPR,0,0,0,26,MAIZ,3,HIBRIDO MAIZ,SEMILLAS,Maiz,,Sem;Fert;SB,18
1,1799,VAULT HP+ACRONIS (Pack p/3000 Kgs),0,1,Pack,4,BASF ARGENTINA S.A.,0,1,0,142,INOCULANTE CURASEMILLA FUNGIC,3,0,0,19,INOCULANTES,6,TERAPICO SEMILLAS,TRATAMIENTO DE SEMILLAS,VAULT,,Ag;Co;TS;Va,5
1,1800,SOJA DM 4612 (Bolsa x 40 kgs),0,1,Bls.,18,ASOCIADOS DON MARIO S.A.,0,1,0,257,SOJA GRUPO 4,0,0,0,30,SOJAS,3,AUTOGAMAS SOJA,SEMILLAS,SOJA,,Sem;Fert;SB,40
1,1801,SORGO SILERO GENTOS 130 (Bls. x 20 Kgs),0,1,Bls.,29,GENTOS S.A.,0,1,0,233,SORGOS SILEROS,0,0,0,29,SORGO SILERO,3,HIBRIDOS SORGO,SEMILLAS,SORGO,,Sem;Fert;SB,20
1,1802,HI STICK PLUS+ACRONIS (Pack p/3000 Kgs),0,1,Pack,4,BASF ARGENTINA S.A.,0,1,0,142,INOCULANTE CURASEMILLA FUNGIC,4,0,0,19,INOCULANTES,6,TERAPICO SEMILLAS,TRATAMIENTO DE SEMILLAS,HI STICK,,Ag;Co;TS;Va,5
1,1803,MICROESSENTIAL SZ (12-40-10-1ZN) (Granel,0,1,Tn.,61,BUNGE ARGENTINA S.A.,0,1,0,473,MEZCLA QUIMICA,0,0,0,58,SOLIDO GRANEL,2,FOSFORADO,FERTILIZANTES,MICROESSENTIAL,Granel,Sem;Fert;SB,1000
1,1804,ADENGO (Bidon 5 lts),0,5,Lts.,20,BAYER S.A.,0,1,0,75,ISOXAFLUTOLE,2,0,0,5,AL SUELO,1,HERBICIDAS,AGROQUIMICOS,Adengo,,Ag;Co;TS;Va,1
1,1805,GLIFOSATO DRY (Caja 10 Kgs),0,10,Kgs.,2,ATANOR S.A.C.,0,1,0,65,GLIFOSATO,4,0,0,5,AL FOLLAJE,1,HERBICIDAS,AGROQUIMICOS,GLIFOSATO,,Ag;Co;TS;Va,1
1,1806,SOGIX BIOESTIMULANTE,0,20,Lts.,35,NOVA S.A.,0,0,0,167,FERTILIZANTE FOLIAR,4,0,0,25,COADYUVANTE ACTIVADOR,7,COADY. FERTILIZANTES,COADYUVANTES,SOGIX,,Ag;Co;TS;Va,1
1,1807,ALFALFA NOBEL 620 Pellet. C/Cruiser 25 K,0,25,Kgs.,29,GENTOS S.A.,0,1,0,215,ALFALFA GRUPO 5-6-7,0,0,0,1,ALFALFAS,3,FORRAJERA,SEMILLAS,Alfalfa,,Sem;Fert;SB,1
1,1808,MAGIC (Bidon x 20 lts),0,20,Lts.,81,RURALCO,0,0,0,280,BIFENTRIN + IMIDACLOPRID,4,0,0,6,PIRETROIDES,1,INSECTICIDAS,AGROQUIMICOS,MAGIC,,Ag;Co;TS;Va,1
1,1809,HOOD (Bidon 5 lts),0,5,Lts.,35,NOVA S.A.,0,1,0,695,BIFENTRIN + LUFENURON,2,0,0,6,PIRETROIDES,1,INSECTICIDAS,AGROQUIMICOS,HOOD,,Ag;Co;TS;Va,1
1,1810,CORAGEN - B.Verde(Caja 6 x 1 Lts),0,1,Lts.,106,FMC,0,1,0,696,CLORANTRANILIPROLE,4,0,0,6,PIRETROIDES,1,INSECTICIDAS,AGROQUIMICOS,CORAGEN,,Ag;Co;TS;Va,1
1,1811,MANTA BICOLOR 12X 40X 150,0,1,Unid.,9,ANTIGUAS EST.DON ROBERTO S.A.,0,1,0,412,MANTA BICOLOR,0,0,0,36,MANTAS,5,COMPLEMENTARIOS SILOBOLSAS,SILOBOLSAS,MANTA,,Sem;Fert;SB,115
1,1812,MEZCLA 32-21-0 Bunge (40MAP-60UG) (gn),0,1,Tn.,61,BUNGE ARGENTINA S.A.,0,1,0,471,MEZCLA N-P,0,0,0,58,SOLIDO GRANEL,2,FOSFORADO,FERTILIZANTES,MEZCLA,Granel,Sem;Fert;SB,1000
1,1813,VICIA (Bolsa x 40 kgs),0,40,Kgs.,70,COMPANIAS VARIAS,0,1,0,697,VICIA,0,0,0,1,VICIA,3,FORRAJERA,SEMILLAS,VICIA,,Sem;Fert;SB,1
1,1814,TRITICALE  IDENTIFICADO (Bolsa x 40 kgs),0,40,Kgs.,70,COMPANIAS VARIAS,0,1,0,698,TRITICALE,4,0,0,1,TRITICALE,3,FORRAJERA,SEMILLAS,TRITICALE,,Sem;Fert;SB,1
1,1815,CENTENO CURADO (Bolsa x 40 kgs),0,40,Kgs.,70,COMPANIAS VARIAS,0,0,0,248,CENTENO,0,0,0,1,CENTENO,3,FORRAJERA,SEMILLAS,CENTENO,,Sem;Fert;SB,1
1,1816,PHOSGAS 480 - B.Roja (CAJA X 9 TUBOS),0,1,Unid.,46,RIZOBACTER ARGENTINA S.A.,0,1,0,111,FOSFURO DE ALUMINIO,1,0,0,6,GRANOS ALMACENADOS,1,INSECTICIDAS,AGROQUIMICOS,PHOSGAS,,Ag;Co;TS;Va,1
1,1817,ALFALFA NOBEL 720 Pellet. C/Cruiser 25 K,0,25,Kgs.,29,GENTOS S.A.,0,1,0,215,ALFALFA GRUPO 5-6-7,0,0,0,1,ALFALFAS,3,FORRAJERA,SEMILLAS,Alfalfa,,Sem;Fert;SB,1
1,1818,ALFALFA WL 919 Pelleteada C/Cruiser 25K,0,25,Kgs.,14,AGVANCE S.A.,0,1,0,261,ALFALFA GRUPO 8-9-10,0,0,0,1,ALFALFAS,3,FORRAJERA,SEMILLAS,Alfalfa,,Sem;Fert;SB,1
1,1819,RYE GRASS PERENNE NUI (Bolsa x 25Kgs),0,25,Kgs.,36,LOS PRADOS S.A.,0,1,0,245,RYE GRASS PERENNE,0,0,0,1,RYE GRASS,3,FORRAJERA,SEMILLAS,RYE GRASS,,Sem;Fert;SB,1
1,1820,"2,4 D 100% ICONA  (Bidon x 20 lts)",0,20,Lts.,30,ICONA SAN LUIS S.A.,0,1,0,40,"2,4 D LIQUIDO",2,0,0,5,AL FOLLAJE,1,HERBICIDAS,AGROQUIMICOS,"2,4 D",,Ag;Co;TS;Va,1
1,1821,MAIZ M 507 PW (B1),0,1,Bls.,105,CORTEVA,0,1,0,699,MAIZ M 507 PW,0,0,0,26,MAIZ,3,HIBRIDO MAIZ,SEMILLAS,Maiz,,Sem;Fert;SB,18
1,1822,ATRAZINA 90 WDG GOTEN (Bolsa x 10 Kgs),0,10,Kgs.,50,SYNGENTA S.A.,0,1,0,380,ATRAZINA SOLIDA,4,0,0,5,AL SUELO,1,HERBICIDAS,AGROQUIMICOS,ATRAZINA,,Ag;Co;TS;Va,1
1,1823,SILOBOLSA ACA 9 X 60 REFORZADO,0,1,Unid.,90,A.C.A.,0,1,0,238,9 D - 60 MT - (250 MICRONES),0,0,0,33,SILOBOLSA SIN CIERRE,5,SILOBOLSA GRANO,SILOBOLSAS,SILOBOLSA,,Sem;Fert;SB,115
1,1824,MAIZ M 507 PW SPR,0,1,Bls.,105,CORTEVA,0,1,0,699,MAIZ M 507 PW,0,0,0,26,MAIZ,3,HIBRIDO MAIZ,SEMILLAS,Maiz,,Sem;Fert;SB,18
1,1825,MAIZ M 507 PW (B2),0,1,Bls.,105,CORTEVA,0,1,0,699,MAIZ M 507 PW,0,0,0,26,MAIZ,3,HIBRIDO MAIZ,SEMILLAS,Maiz,,Sem;Fert;SB,18
1,1826,MAIZ M 507 PW (B3),0,1,Bls.,105,CORTEVA,0,1,0,699,MAIZ M 507 PW,0,0,0,26,MAIZ,3,HIBRIDO MAIZ,SEMILLAS,Maiz,,Sem;Fert;SB,18
1,1827,"CAPAZ MTZ (Caja 2 x5,44 kg)",0,5.44,Kgs.,81,RURALCO,0,1,0,703,SULFENTRAZONE METRIBUZIN,4,0,0,5,AL SUELO,1,HERBICIDAS,AGROQUIMICOS,CAPAZ,,Ag;Co;TS;Va,1
1,1828,PHOSGAS 333 - B.Roja  (Frasco x 333 PAST,0,1,Unid.,46,RIZOBACTER ARGENTINA S.A.,0,1,0,111,FOSFURO DE ALUMINIO,1,0,0,6,GRANOS ALMACENADOS,1,INSECTICIDAS,AGROQUIMICOS,PHOSGAS,,Ag;Co;TS;Va,1
1,1829,CEREALERO DOBLE (Bidon x 20 lts),0,20,Lts.,86,GLEBA SA,0,1,0,135,CURASEMILLAS,3,0,0,19,CURASEMILLAS,6,TERAPICO SEMILLAS,TRATAMIENTO DE SEMILLAS,CEREALERO,,Ag;Co;TS;Va,1
1,1830,TRIGO CAMBIUM (Bolsa x 40 kgs),0,1,Bls.,18,ASOCIADOS DON MARIO S.A.,0,1,0,670,TRIGO DON MARIO,0,0,0,35,CICLO LARGO,3,AUTOGAMAS TRIGO,SEMILLAS,TRIGO,,Sem;Fert;SB,40
1,1831,TRIGO ALGARROBO (Bolsa x 40 kgs),0,1,Bls.,18,ASOCIADOS DON MARIO S.A.,0,1,0,702,TRIGO DON MARIO,0,0,0,35,CICLO INTERMEDIO,3,AUTOGAMAS TRIGO,SEMILLAS,TRIGO,,Sem;Fert;SB,40
1,1832,TENACIUS SX - B.Azul (Bidon 5 lts),0,5,Lts.,46,RIZOBACTER ARGENTINA S.A.,0,1,0,392,TT FUNGICIDA INSECTICIDA,4,0,0,19,FUNGICIDAS,6,TERAPICO SEMILLAS,TRATAMIENTO DE SEMILLAS,TENACIUS,,Ag;Co;TS;Va,1.1
1,1833,MEZCLA 36-16-0 BUNGE (70 UG-30MAP) (Gran,0,1,Tn.,61,BUNGE ARGENTINA S.A.,0,1,0,460,MEZCLA N-P,0,0,0,58,SOLIDO BOLSA,2,FOSFORADO,FERTILIZANTES,MEZCLA,Granel,Sem;Fert;SB,1000
1,1834,METSULFURON METIL 60 WG ACA (x 250 grs),0,0.25,Kgs.,90,A.C.A.,0,1,0,78,METSULFURON METIL,3,0,0,5,AL SUELO,1,HERBICIDAS,AGROQUIMICOS,METSULFURON,,Ag;Co;TS;Va,1
1,1835,ATRAZINA 90 WDG  LA TIJERETA (Bolsa x 15,0,15,Kgs.,40,MONSANTO ARGENTINA S.A.,0,1,0,380,ATRAZINA SOLIDA,4,0,0,5,AL SUELO,1,HERBICIDAS,AGROQUIMICOS,ATRAZINA,,Ag;Co;TS;Va,1
1,1836,"MEZCLA 4,4-32,8-7,2 BUNGE(60%SPS+40%MAP)",0,1,Tn.,61,BUNGE ARGENTINA S.A.,0,1,0,472,MEZCLA N-P-S,0,0,0,58,SOLIDO GRANEL,2,FOSFORADO,FERTILIZANTES,MEZCLA,Granel,Sem;Fert;SB,1000
1,1837,SORGO GRANIFERO TOB 40T C/Concep x 20,0,1,Bls.,51,TOBIN S.R.L.,0,1,0,228,SORGOS GRANIFEROS,0,0,0,29,SORGO GRANIFERO,3,HIBRIDOS SORGO,SEMILLAS,SORGO,,Sem;Fert;SB,20
1,1838,"SENCOREX DUO (Sobre x 5,44 Kgs)",0,5.44,Kgs.,20,BAYER S.A.,0,1,0,703,SULFENTRAZONE METRIBUZIN,3,0,0,5,AL SUELO,1,HERBICIDAS,AGROQUIMICOS,SENCOREX,,Ag;Co;TS;Va,1
1,1839,AVENA GRACIELA (Bolsa x 40 kgs),0,40,Kgs.,65,J.M. MERA SEMILLAS E HIJOS SRL,0,1,0,301,AVENA,0,0,0,1,AVENAS,3,FORRAJERA,SEMILLAS,AVENA,,Sem;Fert;SB,1
1,1840,STORM RATICIDA (Tarro x 1 Kg),0,1,Kgs.,4,BASF ARGENTINA S.A.,0,1,0,672,RATICIDA,4,0,0,38,VARIOS,4,VARIOS,VARIOS,STORM,,Ag;Co;TS;Va,1
1,1841,LEDON - B.Azul (Bidon 5 lts),0,5,Lts.,37,ADAMA ARGENTINA S.A.,0,1,0,88,S-METOLACLORO,3,0,0,5,AL SUELO,1,HERBICIDAS,AGROQUIMICOS,LEDON,,Ag;Co;TS;Va,1.105
1,1842,ATRAZINA 90 WDG TECNOMYL (Bls. x 10 Kgs),0,10,Kgs.,87,TECNOMYL S.A.,0,1,0,380,ATRAZINA SOLIDA,4,0,0,5,AL SUELO,1,HERBICIDAS,AGROQUIMICOS,ATRAZINA,,Ag;Co;TS;Va,1
1,1843,MAIZ M 538 PW (B3),0,1,Bls.,105,CORTEVA,0,0,0,704,MAIZ M 538 PW,0,0,0,26,MAIZ,3,HIBRIDO MAIZ,SEMILLAS,Maiz,,Sem;Fert;SB,18
1,1844,GIRASOL NTO 3.6 (B1) Curado,0,1,Bls.,105,CORTEVA,0,1,0,563,GIRASOL NTO 3,0,0,0,28,GIRASOL OLEICO,3,HIBRIDOS GIRASOL OLEICO,SEMILLAS,Girasol,,Sem;Fert;SB,20
1,1845,GIRASOL NTO 3.6 (B2) Curado,0,1,Bls.,105,CORTEVA,0,1,0,563,GIRASOL NTO 3,0,0,0,28,GIRASOL OLEICO,3,HIBRIDOS GIRASOL OLEICO,SEMILLAS,Girasol,,Sem;Fert;SB,20
1,1846,LINURON 50 FW (Bidon 1 lt),0,1,Lts.,37,ADAMA ARGENTINA S.A.,0,0,0,707,LINURON,3,0,0,5,AL SUELO,1,HERBICIDAS,AGROQUIMICOS,LINURON,,Ag;Co;TS;Va,1
1,1847,SCRAP -FERT.REBOTE ZARANDA - (Granel),0,1,Tn.,61,BUNGE ARGENTINA S.A.,0,1,0,470,MEZCLA GENERICA,0,0,0,58,SOLIDO GRANEL,2,FOSFORADO,FERTILIZANTES,SCRAP,Granel,Sem;Fert;SB,1000
1,1848,PARADISE - B.Azul (Bidon 5 lts),0,5,Lts.,35,NOVA S.A.,0,1,0,389,FUNGICIDAS,3,0,0,56,FUNGICIDA,1,FUNGICIDAS,AGROQUIMICOS,PARADISE,,Ag;Co;TS;Va,1
1,1849,AMIGO - B.Azul (Bidon 5 lts),0,5,Lts.,35,NOVA S.A.,0,1,0,135,CURASEMILLAS,4,0,0,19,CURASEMILLAS,6,TERAPICO SEMILLAS,TRATAMIENTO DE SEMILLAS,Amigo,,Ag;Co;TS;Va,1
1,1850,HARNESS (Bidon x 20 lts),0,20,Lts.,37,ADAMA ARGENTINA S.A.,0,1,0,44,ACETOCLOR,3,0,0,5,AL SUELO,1,HERBICIDAS,AGROQUIMICOS,HARNESS,,Ag;Co;TS;Va,1.1
1,1851,SHARK 40 EC - B.Azul (Frasco x 1 LT),0,1,Lts.,105,RURALCO,0,1,0,375,CARFENTRAZONE,4,0,0,5,AL FOLLAJE,1,HERBICIDAS,AGROQUIMICOS,SHARK,,Ag;Co;TS;Va,1
1,1852,AGROPIRO ALARGADO (Bolsa x 25Kgs),0,25,Kgs.,36,LOS PRADOS S.A.,0,1,0,241,AGROPIRO,0,0,0,1,AGROPIRO,3,FORRAJERA,SEMILLAS,Agropiro,,Sem;Fert;SB,1
1,1853,FOMESAFEN 25% FOKKER - B.Azul (x 5 lts),0,5,Lts.,35,NOVA S.A.,0,1,0,489,FOMESAFEN,4,0,0,5,AL FOLLAJE,1,HERBICIDAS,AGROQUIMICOS,FOMESAFEN,,Ag;Co;TS;Va,1.28
1,1854,MAIZ M 512 PW (B1),0,1,Bls.,105,CORTEVA,0,1,0,708,MAIZ M 512 PW,0,0,0,26,MAIZ,3,HIBRIDO MAIZ,SEMILLAS,Maiz,,Sem;Fert;SB,18
1,1855,MAIZ M 512 PW (B2),0,1,Bls.,105,CORTEVA,0,1,0,708,MAIZ M 512 PW,0,0,0,26,MAIZ,3,HIBRIDO MAIZ,SEMILLAS,Maiz,,Sem;Fert;SB,18
1,1856,EXALT - B.Verde (Bidon 1 lt),0,1,Lts.,105,CORTEVA,0,1,0,709,SPINETORAM,4,0,0,6,BIOLOGICOS,1,INSECTICIDAS,AGROQUIMICOS,EXALT,,Ag;Co;TS;Va,1
1,1857,BIFENTRIN ZAMURAY - B.Amarilla (x 5 lts),0,5,Lts.,86,GLEBA SA,0,1,0,106,BIFENTRIN,2,0,0,6,PIRETROIDES,1,INSECTICIDAS,AGROQUIMICOS,BIFENTRIN,,Ag;Co;TS;Va,1
1,1858,GIRASOL CIRO (BA),0,1,Bls.,49,SURSEM S.A.,0,0,0,551,OTROS GIRASOLES,0,0,0,27,GIRASOL,3,HIBRIDOS GIRASOL LINOLEICO,SEMILLAS,Girasol,,Sem;Fert;SB,20
1,1859,STAGGER (Bidon 1 lt),0,1,Lts.,67,SUMITOMO CHEMICAL,0,1,0,710,PYRAFLUFEN ETIL,2,0,0,5,AL FOLLAJE,1,HERBICIDAS,AGROQUIMICOS,STAGGER,,Ag;Co;TS;Va,1
1,1860,EXPEDITION - B.Amarilla (Bidon 5 lts),0,5,Lts.,105,CORTEVA,0,1,0,711,SULFOXAFLOR,2,0,0,6,PIRETROIDES,1,INSECTICIDAS,AGROQUIMICOS,EXPEDITION,,Ag;Co;TS;Va,1
1,1861,GIRASOL ACA 203 CL (B4),0,1,Bls.,90,A.C.A.,0,0,0,551,OTROS GIRASOLES,0,0,0,27,GIRASOL,3,HIBRIDOS GIRASOL LINOLEICO,SEMILLAS,Girasol,,Sem;Fert;SB,20
1,1862,SOJA NIDERA A 5009 (Big Bag x 800 kgs),0,1,Unid.,41,NIDERA  S.A.,0,1,0,227,SOJA GRUPO 5,0,0,0,30,SOJAS,3,AUTOGAMAS SOJA,SEMILLAS,SOJA,,Sem;Fert;SB,800
1,1863,GIRASOL SRM NEON,0,1,Bls.,49,SURSEM S.A.,0,0,0,551,OTROS GIRASOLES,0,0,0,27,GIRASOL,3,HIBRIDOS GIRASOL LINOLEICO,SEMILLAS,Girasol,,Sem;Fert;SB,20
1,1864,SOJA DS 1393,0,1,Bls.,105,CORTEVA,0,1,0,235,SOJA GRUPO 3,0,0,0,30,SOJAS,3,AUTOGAMAS SOJA,SEMILLAS,SOJA,,Sem;Fert;SB,40
1,1865,MAIZ M 507 RR SPR,0,1,Bls.,105,CORTEVA,0,1,0,712,MAIZ M 507 RR,0,0,0,26,MAIZ CAMP. 2015,3,HIBRIDO MAIZ,SEMILLAS,Maiz,,Sem;Fert;SB,18
1,1866,"DICAMBA ACTECTRA (Bidon x 9,46 lts)",0,9.46,Lts.,4,BASF ARGENTINA S.A.,0,1,0,54,DICAMBA,4,0,0,5,AL FOLLAJE,1,HERBICIDAS,AGROQUIMICOS,DICAMBA,,Ag;Co;TS;Va,1.57
1,1867,CLETODIM ZYNION (Bidon 5 lts),0,5,Lts.,4,BASF ARGENTINA S.A.,0,1,0,51,CLETODIM,3,0,0,5,AL FOLLAJE,1,HERBICIDAS,AGROQUIMICOS,CLETODIM,,Ag;Co;TS;Va,1.02
1,1868,PARAQUAT RAIMBOW (Bidon 5 lts),0,5,Lts.,86,GLEBA SA,0,1,0,80,PARAQUAT,3,0,0,5,AL FOLLAJE,1,HERBICIDAS,AGROQUIMICOS,PARAQUAT,,Ag;Co;TS;Va,1.25
1,1869,LINURON HURON - B.Azul (Bidon 5 lts),0,5,Lts.,86,GLEBA SA,0,1,0,707,LINURON,2,0,0,5,AL SUELO,1,HERBICIDAS,AGROQUIMICOS,LINURON,,Ag;Co;TS;Va,1
1,1870,GIRASOL MG 303 CP G2,0,1,Bls.,105,CORTEVA,0,0,0,713,GIRASOL MG 303 CP,0,0,0,27,GIRASOL,3,HIBRIDOS GIRASOL LINOLEICO,SEMILLAS,Girasol,,Sem;Fert;SB,20
1,1871,MAIZ SRM 547 MG CL (BA),0,1,Bls.,49,SURSEM S.A.,0,0,0,714,MAIZ SRM,0,0,0,26,MAIZ,3,HIBRIDO MAIZ,SEMILLAS,Maiz,,Sem;Fert;SB,18
1,1872,SOJA DM 5351 (Bolsa x 40 kgs),0,1,Bls.,18,ASOCIADOS DON MARIO S.A.,0,1,0,227,SOJA GRUPO 5,0,0,0,30,SOJAS,3,AUTOGAMAS SOJA,SEMILLAS,SOJA,,Sem;Fert;SB,40
1,1873,MAIZ M 538 PW (B2),0,1,Bls.,105,CORTEVA,0,1,0,704,MAIZ M 538 PW,0,0,0,26,MAIZ,3,HIBRIDO MAIZ,SEMILLAS,Maiz,,Sem;Fert;SB,18
1,1874,SOJA NIDERA A 5258 (Bolsa x 40 kgs),0,1,Bls.,41,NIDERA  S.A.,0,1,0,227,SOJA GRUPO 5,0,0,0,30,SOJAS,3,AUTOGAMAS SOJA,SEMILLAS,SOJA,,Sem;Fert;SB,40
1,1875,"OPTILL (Frasco x 1,4 Kgs)",0,1.4,Kgs.,4,BASF ARGENTINA S.A.,0,1,0,70,IMAZETAPYR,4,0,0,5,AL SUELO,1,HERBICIDAS,AGROQUIMICOS,OPTILL,,Ag;Co;TS;Va,1
1,1876,MAIZ DM 2738 RR (B3),0,1,Bls.,18,ASOCIADOS DON MARIO S.A.,0,1,0,715,MAIZ DM 2738,0,0,0,26,MAIZ,3,HIBRIDO MAIZ,SEMILLAS,Maiz,,Sem;Fert;SB,18
1,1877,MAIZ AX-7761 TD MAX (B1),0,1,Bls.,41,NIDERA  S.A.,0,1,0,716,MAIZ AX-7761 TD MAX,0,0,0,26,MAIZ,3,HIBRIDO MAIZ,SEMILLAS,Maiz,,Sem;Fert;SB,18
1,1878,"2,4 D 100% VENDAVAL B.Amarilla (Bid x20)",0,20,Lts.,80,SINTESIS QUIMICA S.A.I.C,0,1,0,40,"2,4 D LIQUIDO",2,0,0,5,AL FOLLAJE,1,HERBICIDAS,AGROQUIMICOS,"2,4 D",,Ag;Co;TS;Va,1
1,1879,SPIDER XTRA (Twinpack: 330gr + 5 lts),0,1,Pack,105,CORTEVA,0,1,0,718,DICLOSULAM + SULFENTRAZONE,2,0,0,5,AL SUELO,1,HERBICIDAS,AGROQUIMICOS,SPIDER,,Ag;Co;TS;Va,1.21
1,1880,TEXARO - B.Verde (4X0.215 Kg),0,0.86,Kgs.,105,CORTEVA,0,1,0,719,ARYLEX,4,0,0,5,AL SUELO,1,HERBICIDAS,AGROQUIMICOS,TEXARO,,Ag;Co;TS;Va,1
1,1881,SOJA DM 4612 QMAX (Bolsa x 40 kgs),0,1,Bls.,18,ASOCIADOS DON MARIO S.A.,0,1,0,257,SOJA GRUPO 4,0,0,0,30,SOJAS,3,AUTOGAMAS SOJA,SEMILLAS,SOJA,,Sem;Fert;SB,40
1,1882,LIQUIDO FOLIARSOL U (Granel),0,1,Tn.,61,BUNGE ARGENTINA S.A.,0,1,0,720,FERTILIZANTE FOLIAR,0,0,0,60,LIQUIDO,2,OTROS FERTILIZANTES,FERTILIZANTES,LIQUIDO,Granel,Sem;Fert;SB,1000
1,1883,SORGO FORRAJERO ARGENFOR 180 (Bs x 20 ),0,1,Bls.,39,MARANESI PEDRO JOSE,0,0,0,217,SORGOS FORRAJEROS,0,0,0,29,SORGO FORRAJERO,3,HIBRIDOS SORGO,SEMILLAS,SORGO,,Sem;Fert;SB,20
1,1884,SOJA NIDERA A 5509 (Bolsa x 40 kgs),0,1,Bls.,41,NIDERA  S.A.,0,1,0,227,SOJA GRUPO 5,0,0,0,30,SOJAS,3,AUTOGAMAS SOJA,SEMILLAS,SOJA,,Sem;Fert;SB,40
1,1885,SOJA DM 4214 STS (Bolsa x 40 kgs),0,1,Bls.,18,ASOCIADOS DON MARIO S.A.,0,1,0,257,SOJA GRUPO 4,0,0,0,30,SOJAS,3,AUTOGAMAS SOJA,SEMILLAS,SOJA,,Sem;Fert;SB,40
1,1886,CLORIMURON 25 ACA WDG (Frasco x 600 cc),0,0.6,Kgs.,90,A.C.A.,0,1,0,53,CLORIMURON ETIL,4,0,0,5,AL SUELO,1,HERBICIDAS,AGROQUIMICOS,CLORIMURON,,Ag;Co;TS;Va,1
1,1887,SOJA DS 1470,0,1,Bls.,105,CORTEVA,0,1,0,257,SOJA GRUPO 4,0,0,0,30,SOJAS,3,AUTOGAMAS SOJA,SEMILLAS,SOJA,,Sem;Fert;SB,40
1,1888,POLVO DE TERMINACIóN (Caja 20 Kgs.),0,1,Unid.,46,RIZOBACTER ARGENTINA S.A.,0,1,0,395,INOCULANTE PROTECTOR,0,0,0,19,INOCULANTES,6,TERAPICO SEMILLAS,TRATAMIENTO DE SEMILLAS,POLVO,,Ag;Co;TS;Va,20
1,1889,MAIZ M 512 PW SPR,0,1,Bls.,105,CORTEVA,0,1,0,708,MAIZ M 512 PW,0,0,0,26,MAIZ,3,HIBRIDO MAIZ,SEMILLAS,Maiz,,Sem;Fert;SB,18
1,1890,MAIZ DUO 575 (bolsa 60.000 sem) B2,0,1,Bls.,105,CORTEVA,0,0,0,722,MAIZ DUO 575,0,0,0,26,MAIZ,3,HIBRIDO MAIZ,SEMILLAS,Maiz,,Sem;Fert;SB,18
1,1891,ATRAZINA 50 LA TIJERETA (Bidon x 20 lts),0,20,Lts.,40,MONSANTO ARGENTINA S.A.,0,1,0,48,ATRAZINA LIQUIDA,4,0,0,5,AL SUELO,1,HERBICIDAS,AGROQUIMICOS,ATRAZINA,,Ag;Co;TS;Va,1.19
1,1892,SOJA DM 4214 STS CURADA (Bolsa x 40 kgs),0,1,Bls.,18,ASOCIADOS DON MARIO S.A.,0,1,0,257,SOJA GRUPO 4,0,0,0,30,SOJAS,3,AUTOGAMAS SOJA,SEMILLAS,SOJA,,Sem;Fert;SB,40
1,1893,PARAQUAT TEMPLARIO (Bidon x 10 lts),0,10,Lts.,2,ATANOR S.A.C.,0,1,0,80,PARAQUAT,3,0,0,5,AL FOLLAJE,1,HERBICIDAS,AGROQUIMICOS,PARAQUAT,,Ag;Co;TS;Va,1.25
1,1894,CLETODIM ARROW - B.Azul (Bidon 5 lts),0,5,Lts.,37,ADAMA ARGENTINA S.A.,0,1,0,51,CLETODIM,3,0,0,5,AL FOLLAJE,1,HERBICIDAS,AGROQUIMICOS,CLETODIM,,Ag;Co;TS;Va,1.02
1,1895,CLORIMURON 25 ACA (Sobre x 400 Grs),0,0.4,Kgs.,90,A.C.A.,0,1,0,53,CLORIMURON ETIL,4,0,0,5,AL SUELO,1,HERBICIDAS,AGROQUIMICOS,CLORIMURON,,Ag;Co;TS;Va,1
