Year,Week,Product,UOM,Deposit,Quantity
2022,49,299,Lts.,15,345.0
2022,49,299,Lts.,62,100.0
2022,49,377,Lts.,14,360.0
2022,49,377,Lts.,15,1160.0
2022,49,377,Lts.,61,200.0
2022,49,377,Lts.,62,40.0
2022,49,377,Lts.,63,160.0
2022,49,380,Kgs.,2,170.0
2022,49,380,Kgs.,10,390.0
2022,49,380,Kgs.,14,635.0
2022,49,380,Kgs.,15,910.0
2022,49,380,Kgs.,61,200.0
2022,49,380,Kgs.,62,800.0
2022,49,380,Kgs.,63,1025.0
2022,49,382,Kgs.,62,13.32
2022,49,389,Lts.,62,200.0
2022,49,393,Pack,15,6.0
2022,49,394,Pack,3,4.0
2022,49,396,Pack,15,5.0
2022,49,396,Pack,61,8.0
2022,49,396,Pack,62,4.0
2022,49,396,Pack,63,26.0
2022,49,396,Unid.,61,7.0
2022,49,396,Unid.,63,9.0
2022,49,408,Unid.,3,2.0
2022,49,408,Unid.,10,2.0
2022,49,408,Unid.,14,3.0
2022,49,408,Unid.,15,8.0
2022,49,408,Unid.,61,92.0
2022,49,408,Unid.,62,5.0
2022,49,408,Unid.,63,27.0
2022,49,41,Lts.,6,200.0
2022,49,41,Lts.,9,200.0
2022,49,41,Lts.,10,60.0
2022,49,41,Lts.,14,440.0
2022,49,41,Lts.,15,1080.0
2022,49,41,Lts.,61,20.0
2022,49,41,Lts.,62,800.0
2022,49,41,Lts.,63,400.0
2022,49,42,Lts.,3,20.0
2022,49,42,Lts.,63,140.0
2022,49,430,Pack,62,5.0
2022,49,44,Lts.,15,380.0
2022,49,44,Lts.,61,40.0
2022,49,44,Lts.,62,60.0
2022,49,44,Lts.,63,160.0
2022,49,457,Tn.,61,1.6
2022,49,457,Tn.,62,1.0
2022,49,462,Tn.,70,0.1
2022,49,463,Tn.,15,6.0
2022,49,463,Tn.,61,1.8
2022,49,481,Tn.,62,4.5
2022,49,489,Lts.,2,60.0
2022,49,489,Lts.,3,120.0
2022,49,489,Lts.,10,60.0
2022,49,489,Lts.,15,120.0
2022,49,489,Lts.,61,320.0
2022,49,489,Lts.,62,380.0
2022,49,489,Lts.,63,100.0
2022,49,50,Lts.,62,50.0
2022,49,51,Lts.,3,60.0
2022,49,51,Lts.,10,20.0
2022,49,51,Lts.,15,1090.0
2022,49,51,Lts.,61,180.0
2022,49,51,Lts.,62,450.0
2022,49,51,Lts.,63,1990.0
2022,49,52,Lts.,61,10.0
2022,49,52,Lts.,62,40.0
2022,49,53,Kgs.,15,0.7
2022,49,53,Kgs.,61,2.0
2022,49,53,Kgs.,63,0.4
2022,49,54,Lts.,14,5.0
2022,49,54,Lts.,61,25.0
2022,49,54,Lts.,62,120.0
2022,49,54,Lts.,63,10.0
2022,49,56,Kgs.,15,4.0
2022,49,56,Kgs.,61,12.0
2022,49,56,Kgs.,62,30.5
2022,49,56,Kgs.,63,9.5
2022,49,59,Lts.,3,5.0
2022,49,60,Kgs.,15,60.0
2022,49,60,Kgs.,62,96.0
2022,49,63,Lts.,11,75.0
2022,49,63,Lts.,15,45.0
2022,49,63,Lts.,61,80.0
2022,49,63,Lts.,62,95.0
2022,49,65,Kgs.,62,1230.0
2022,49,65,Lts.,2,500.0
2022,49,65,Lts.,3,520.0
2022,49,65,Lts.,10,4100.0
2022,49,65,Lts.,14,1180.0
2022,49,65,Lts.,15,9060.0
2022,49,65,Lts.,61,2840.0
2022,49,65,Lts.,62,15400.0
2022,49,65,Lts.,63,16040.0
2022,49,663,Bls.,15,25.0
2022,49,68,Lts.,2,80.0
2022,49,68,Lts.,3,65.0
2022,49,68,Lts.,10,20.0
2022,49,68,Lts.,14,235.0
2022,49,68,Lts.,15,320.0
2022,49,68,Lts.,61,30.0
2022,49,68,Lts.,62,1290.0
2022,49,68,Lts.,63,210.0
2022,49,693,Lts.,14,3.0
2022,49,696,Lts.,15,2.0
2022,49,696,Lts.,62,50.0
2022,49,696,Lts.,63,8.0
2022,49,70,Lts.,3,100.0
2022,49,70,Lts.,10,60.0
2022,49,70,Lts.,15,60.0
2022,49,70,Lts.,61,120.0
2022,49,70,Lts.,62,180.0
2022,49,710,Lts.,61,12.0
2022,49,73,Lts.,15,25.0
2022,49,73,Lts.,62,10.0
2022,49,73,Lts.,63,45.0
2022,49,734,Lts.,62,60.0
2022,49,735,Lts.,2,40.0
2022,49,735,Lts.,3,140.0
2022,49,735,Lts.,10,180.0
2022,49,735,Lts.,14,40.0
2022,49,735,Lts.,15,2360.0
2022,49,735,Lts.,61,1780.0
2022,49,735,Lts.,62,8980.0
2022,49,735,Lts.,63,1260.0
2022,49,746,Bls.,70,659.0
2022,49,755,Lts.,61,40.0
2022,49,758,Bls.,15,61.0
2022,49,758,Bls.,63,32.0
2022,49,761,Bls.,2,10.0
2022,49,761,Bls.,15,439.0
2022,49,761,Bls.,61,110.0
2022,49,761,Bls.,63,130.0
2022,49,761,Bls.,70,1161.0
2022,49,766,Tn.,61,0.7
2022,49,766,Tn.,70,4.375
2022,49,768,Tn.,14,3.0
2022,49,77,Lts.,62,40.0
2022,49,77,Lts.,63,60.0
2022,49,779,Bls.,70,107.0
2022,49,784,Lts.,15,95.0
2022,49,788,Lts.,15,4.0
2022,49,788,Lts.,61,10.0
2022,49,788,Lts.,62,6.0
2022,49,792,Lts.,63,10.0
2022,49,794,Tn.,14,1.25
2022,49,794,Tn.,61,0.225
2022,49,797,Bls.,15,40.0
2022,49,797,Bls.,63,34.0
2022,49,797,Bls.,70,52.0
2022,49,80,Lts.,2,220.0
2022,49,80,Lts.,3,180.0
2022,49,80,Lts.,4,120.0
2022,49,80,Lts.,10,620.0
2022,49,80,Lts.,14,140.0
2022,49,80,Lts.,15,3620.0
2022,49,80,Lts.,61,380.0
2022,49,80,Lts.,62,1920.0
2022,49,80,Lts.,63,80.0
2022,49,806,Unid.,62,2.0
2022,49,806,Unid.,63,6.0
2022,49,808,Bls.,3,16.0
2022,49,808,Bls.,15,51.0
2022,49,808,Bls.,61,14.0
2022,49,808,Bls.,63,13.0
2022,49,808,Bls.,70,148.0
2022,49,814,Lts.,15,80.0
2022,49,818,Lts.,15,260.0
2022,49,828,Unid.,62,1.0
2022,49,83,Lts.,2,10.0
2022,49,83,Lts.,10,50.0
2022,49,83,Lts.,15,160.0
2022,49,83,Lts.,61,45.0
2022,49,83,Lts.,62,85.0
2022,49,83,Lts.,63,150.0
2022,49,830,Bls.,70,270.0
2022,49,832,Bls.,70,150.0
2022,49,848,Bls.,3,20.0
2022,49,848,Bls.,15,30.0
2022,49,848,Bls.,63,39.0
2022,49,849,Bls.,3,103.0
2022,49,849,Bls.,15,50.0
2022,49,849,Bls.,70,492.0
2022,49,851,Lts.,14,140.0
2022,49,851,Lts.,62,200.0
2022,49,856,Tn.,2,0.5
2022,49,856,Tn.,11,9.0
2022,49,856,Tn.,61,4.0
2022,49,856,Tn.,62,2.8200000000000003
2022,49,856,Tn.,63,2.4
2022,49,858,Bls.,15,55.0
2022,49,865,Bls.,14,62.0
2022,49,865,Bls.,63,8.0
2022,49,866,Bls.,63,53.0
2022,49,88,Lts.,1,20.0
2022,49,88,Lts.,9,300.0
2022,49,88,Lts.,10,100.0
2022,49,88,Lts.,14,200.0
2022,49,88,Lts.,15,2365.0
2022,49,88,Lts.,61,380.0
2022,49,88,Lts.,62,1700.0
2022,49,88,Lts.,63,580.0
2022,49,89,Lts.,3,75.0
2022,49,89,Lts.,10,435.0
2022,49,89,Lts.,15,280.0
2022,49,89,Lts.,61,225.0
2022,49,89,Lts.,62,420.0
2022,49,89,Lts.,63,135.0
2022,49,91,Lts.,15,5.0
2022,49,92,Lts.,63,20.0
2022,49,95,Lts.,15,280.0
2022,50,102,Lts.,3,8.0
2022,50,102,Lts.,10,3.0
2022,50,102,Lts.,14,23.0
2022,50,102,Lts.,15,59.0
2022,50,102,Lts.,61,3.0
2022,50,102,Lts.,62,18.0
2022,50,102,Lts.,63,29.0
2022,50,106,Lts.,2,255.0
2022,50,106,Lts.,15,55.0
2022,50,106,Lts.,62,130.0
2022,50,106,Lts.,63,225.0
2022,50,111,Unid.,15,1.0
2022,50,112,Pack,61,8.0
2022,50,142,Pack,10,4.0
2022,50,142,Pack,15,3.0
2022,50,142,Pack,61,17.0
2022,50,142,Pack,63,1.0
2022,50,158,Lts.,3,300.0
2022,50,158,Lts.,6,20.0
2022,50,158,Lts.,10,25.0
2022,50,158,Lts.,14,325.0
2022,50,158,Lts.,15,1835.0
2022,50,158,Lts.,61,480.0
2022,50,158,Lts.,62,1480.0
2022,50,158,Lts.,63,2280.0
2022,50,159,Lts.,1,22.0
2022,50,159,Lts.,3,7.0
2022,50,159,Lts.,10,42.0
2022,50,159,Lts.,14,20.0
2022,50,159,Lts.,15,92.0
2022,50,159,Lts.,61,23.0
2022,50,159,Lts.,62,230.0
2022,50,159,Lts.,63,35.0
2022,50,160,Lts.,2,120.0
2022,50,160,Lts.,3,110.0
2022,50,160,Lts.,10,230.0
2022,50,160,Lts.,14,50.0
2022,50,160,Lts.,15,570.0
2022,50,160,Lts.,61,1280.0
2022,50,160,Lts.,62,280.0
2022,50,160,Lts.,63,370.0
2022,50,161,Pack,62,11.0
2022,50,165,Lts.,62,1.0
2022,50,166,Lts.,3,1.0
2022,50,166,Lts.,10,4.0
2022,50,166,Lts.,14,13.0
2022,50,166,Lts.,15,52.0
2022,50,166,Lts.,61,2.0
2022,50,166,Lts.,62,52.0
2022,50,166,Lts.,63,105.0
2022,50,167,Kgs.,3,3.0
2022,50,167,Kgs.,15,25.0
2022,50,167,Kgs.,63,20.0
2022,50,167,Lts.,61,60.0
2022,50,168,Lts.,7,120.0
2022,50,168,Lts.,10,320.0
2022,50,168,Lts.,14,560.0
2022,50,168,Lts.,15,800.0
2022,50,168,Lts.,61,160.0
2022,50,168,Lts.,62,240.0
2022,50,168,Lts.,63,140.0
2022,50,217,Bls.,61,15.0
2022,50,238,Unid.,3,1.0
2022,50,238,Unid.,10,6.0
2022,50,238,Unid.,11,1.0
2022,50,238,Unid.,15,4.0
2022,50,238,Unid.,61,1.0
2022,50,238,Unid.,63,2.0
2022,50,249,Kgs.,61,360.0
2022,50,257,Bls.,3,54.0
2022,50,257,Bls.,15,140.0
2022,50,257,Bls.,63,40.0
2022,50,258,Lts.,1,200.0
2022,50,258,Lts.,61,20.0
2022,50,258,Lts.,62,210.0
2022,50,259,Pack,62,3.0
2022,50,259,Pack,63,10.0
2022,50,280,Lts.,61,85.0
2022,50,282,Kgs.,3,0.35
2022,50,282,Kgs.,10,15.4
2022,50,282,Kgs.,15,2.8
2022,50,282,Kgs.,61,8.05
2022,50,282,Kgs.,63,4.55
2022,50,299,Lts.,15,615.0
2022,50,299,Lts.,63,35.0
2022,50,377,Lts.,15,100.0
2022,50,377,Lts.,61,180.0
2022,50,377,Lts.,62,2080.0
2022,50,380,Kgs.,3,180.0
2022,50,380,Kgs.,10,110.0
2022,50,380,Kgs.,14,215.0
2022,50,380,Kgs.,15,420.0
2022,50,380,Kgs.,61,300.0
2022,50,380,Kgs.,62,3165.0
2022,50,380,Kgs.,63,120.0
2022,50,382,Kgs.,15,14.4
2022,50,389,Lts.,61,170.0
2022,50,389,Lts.,62,800.0
2022,50,393,Pack,15,5.0
2022,50,393,Pack,62,6.0
2022,50,393,Pack,63,3.0
2022,50,394,Pack,3,3.0
2022,50,394,Pack,14,1.0
2022,50,394,Pack,15,3.0
2022,50,394,Pack,63,1.0
2022,50,396,Kgs.,63,1.0
2022,50,396,Pack,62,7.0
2022,50,396,Pack,63,5.0
2022,50,396,Unid.,63,16.0
2022,50,408,Unid.,10,4.0
2022,50,408,Unid.,14,5.0
2022,50,408,Unid.,15,2.0
2022,50,408,Unid.,61,2.0
2022,50,408,Unid.,62,16.0
2022,50,408,Unid.,63,43.0
2022,50,41,Lts.,3,40.0
2022,50,41,Lts.,10,60.0
2022,50,41,Lts.,14,180.0
2022,50,41,Lts.,15,200.0
2022,50,41,Lts.,61,80.0
2022,50,41,Lts.,62,4880.0
2022,50,41,Lts.,63,1980.0
2022,50,430,Pack,15,18.0
2022,50,430,Pack,61,1.0
2022,50,430,Pack,62,13.0
2022,50,457,Tn.,1,0.5
2022,50,461,Tn.,63,0.9
2022,50,481,Tn.,4,36.0
2022,50,489,Lts.,1,480.0
2022,50,489,Lts.,3,100.0
2022,50,489,Lts.,10,420.0
2022,50,489,Lts.,14,40.0
2022,50,489,Lts.,15,820.0
2022,50,489,Lts.,61,200.0
2022,50,489,Lts.,62,1570.0
2022,50,489,Lts.,63,1480.0
2022,50,51,Lts.,3,60.0
2022,50,51,Lts.,6,140.0
2022,50,51,Lts.,10,90.0
2022,50,51,Lts.,14,200.0
2022,50,51,Lts.,15,710.0
2022,50,51,Lts.,61,440.0
2022,50,51,Lts.,62,1020.0
2022,50,51,Lts.,63,1050.0
2022,50,52,Lts.,63,65.0
2022,50,53,Kgs.,10,9.2
2022,50,53,Kgs.,61,6.4
2022,50,53,Kgs.,63,5.2
2022,50,54,Lts.,14,5.0
2022,50,54,Lts.,62,210.0
2022,50,54,Lts.,63,40.0
2022,50,56,Kgs.,3,8.5
2022,50,56,Kgs.,14,1.5
2022,50,56,Kgs.,15,4.0
2022,50,56,Kgs.,61,9.0
2022,50,56,Kgs.,62,16.5
2022,50,56,Kgs.,63,9.5
2022,50,60,Kgs.,15,46.0
2022,50,60,Kgs.,62,85.0
2022,50,60,Lts.,10,25.0
2022,50,60,Lts.,63,10.0
2022,50,63,Lts.,15,5.0
2022,50,63,Lts.,61,10.0
2022,50,63,Lts.,62,250.0
2022,50,65,Kgs.,10,105.0
2022,50,65,Kgs.,14,240.0
2022,50,65,Kgs.,62,330.0
2022,50,65,Lts.,3,2820.0
2022,50,65,Lts.,6,300.0
2022,50,65,Lts.,10,1820.0
2022,50,65,Lts.,14,5560.0
2022,50,65,Lts.,15,10420.0
2022,50,65,Lts.,22,60.0
2022,50,65,Lts.,61,8400.0
2022,50,65,Lts.,62,29220.0
2022,50,65,Lts.,63,18060.0
2022,50,663,Bls.,15,48.0
2022,50,665,Kgs.,62,60.0
2022,50,68,Lts.,2,65.0
2022,50,68,Lts.,3,145.0
2022,50,68,Lts.,10,80.0
2022,50,68,Lts.,14,20.0
2022,50,68,Lts.,15,545.0
2022,50,68,Lts.,61,300.0
2022,50,68,Lts.,62,340.0
2022,50,68,Lts.,63,315.0
2022,50,693,Lts.,62,10.0
2022,50,696,Lts.,3,3.0
2022,50,696,Lts.,15,57.0
2022,50,696,Lts.,63,16.0
2022,50,70,Lts.,10,60.0
2022,50,70,Lts.,62,45.0
2022,50,70,Lts.,63,40.0
2022,50,710,Lts.,10,4.0
2022,50,710,Lts.,61,18.0
2022,50,710,Lts.,62,50.0
2022,50,710,Lts.,63,22.0
2022,50,711,Lts.,61,100.0
2022,50,711,Lts.,62,100.0
2022,50,711,Lts.,63,250.0
2022,50,719,Kgs.,61,5.16
2022,50,73,Lts.,2,20.0
2022,50,73,Lts.,61,10.0
2022,50,73,Lts.,62,25.0
2022,50,73,Lts.,63,5.0
2022,50,735,Lts.,2,1380.0
2022,50,735,Lts.,3,780.0
2022,50,735,Lts.,10,100.0
2022,50,735,Lts.,14,280.0
2022,50,735,Lts.,15,2640.0
2022,50,735,Lts.,61,3260.0
2022,50,735,Lts.,62,6880.0
2022,50,735,Lts.,63,580.0
2022,50,744,Bls.,70,14.0
2022,50,755,Lts.,61,20.0
2022,50,755,Lts.,62,120.0
2022,50,758,Bls.,15,12.0
2022,50,761,Bls.,4,430.0
2022,50,761,Bls.,15,9.0
2022,50,761,Bls.,63,38.0
2022,50,761,Bls.,70,532.0
2022,50,766,Tn.,14,0.25
2022,50,766,Tn.,61,0.25
2022,50,768,Tn.,14,2.725
2022,50,77,Lts.,63,560.0
2022,50,774,Tn.,70,2.375
2022,50,777,Tn.,18,0.7
2022,50,783,Kgs.,10,7.5
2022,50,784,Pack,14,5.0
2022,50,792,Lts.,2,10.0
2022,50,792,Lts.,61,35.0
2022,50,794,Tn.,14,1.25
2022,50,794,Tn.,61,8.62
2022,50,796,Bls.,70,23.0
2022,50,797,Bls.,63,30.0
2022,50,797,Bls.,70,78.0
2022,50,80,Lts.,6,60.0
2022,50,80,Lts.,10,120.0
2022,50,80,Lts.,15,860.0
2022,50,80,Lts.,61,2120.0
2022,50,80,Lts.,62,3920.0
2022,50,80,Lts.,63,460.0
2022,50,808,Bls.,15,2.0
2022,50,808,Bls.,70,37.0
2022,50,809,Lts.,10,205.0
2022,50,809,Lts.,11,205.0
2022,50,809,Lts.,63,410.0
2022,50,818,Lts.,15,260.0
2022,50,825,Tn.,70,1.375
2022,50,828,Unid.,62,1.0
2022,50,83,Lts.,2,5.0
2022,50,83,Lts.,10,10.0
2022,50,83,Lts.,14,50.0
2022,50,83,Lts.,15,105.0
2022,50,83,Lts.,61,35.0
2022,50,83,Lts.,62,230.0
2022,50,83,Lts.,63,30.0
2022,50,835,Tn.,70,1.875
2022,50,848,Bls.,3,50.0
2022,50,848,Bls.,70,45.0
2022,50,849,Bls.,9,22.0
2022,50,849,Bls.,10,9.0
2022,50,849,Bls.,15,58.0
2022,50,849,Bls.,70,83.0
2022,50,851,Lts.,61,180.0
2022,50,851,Lts.,62,60.0
2022,50,856,Tn.,10,2.82
2022,50,856,Tn.,61,6.0
2022,50,856,Tn.,63,2.22
2022,50,859,Bls.,70,12.0
2022,50,865,Bls.,63,38.0
2022,50,866,Bls.,63,40.0
2022,50,866,Bls.,70,10.0
2022,50,88,Lts.,1,400.0
2022,50,88,Lts.,3,240.0
2022,50,88,Lts.,4,300.0
2022,50,88,Lts.,10,360.0
2022,50,88,Lts.,14,340.0
2022,50,88,Lts.,15,2900.0
2022,50,88,Lts.,61,1870.0
2022,50,88,Lts.,62,1900.0
2022,50,88,Lts.,63,740.0
2022,50,89,Lts.,3,140.0
2022,50,89,Lts.,10,95.0
2022,50,89,Lts.,14,40.0
2022,50,89,Lts.,15,320.0
2022,50,89,Lts.,61,245.0
2022,50,89,Lts.,62,170.0
2022,50,89,Lts.,63,945.0
2022,50,91,Lts.,2,340.0
2022,50,91,Lts.,15,35.0
2022,50,91,Lts.,62,20.0
2022,50,91,Lts.,63,125.0
2022,50,92,Lts.,2,110.0
2022,50,92,Lts.,62,15.0
2022,50,92,Lts.,63,555.0
2022,50,95,Lts.,15,280.0
2022,51,102,Lts.,2,10.0
2022,51,102,Lts.,15,3.0
2022,51,102,Lts.,61,1.0
2022,51,102,Lts.,62,18.0
2022,51,102,Lts.,63,4.0
2022,51,103,Kgs.,62,0.4
2022,51,106,Lts.,15,175.0
2022,51,106,Lts.,62,15.0
2022,51,106,Lts.,63,145.0
2022,51,142,Pack,15,4.0
2022,51,142,Pack,61,1.0
2022,51,142,Pack,62,3.0
2022,51,158,Lts.,2,200.0
2022,51,158,Lts.,3,360.0
2022,51,158,Lts.,4,20.0
2022,51,158,Lts.,10,240.0
2022,51,158,Lts.,14,60.0
2022,51,158,Lts.,15,1260.0
2022,51,158,Lts.,62,1020.0
2022,51,158,Lts.,63,840.0
2022,51,159,Lts.,3,103.0
2022,51,159,Lts.,10,29.0
2022,51,159,Lts.,14,2.0
2022,51,159,Lts.,15,85.0
2022,51,159,Lts.,61,15.0
2022,51,159,Lts.,63,47.0
2022,51,160,Lts.,2,60.0
2022,51,160,Lts.,3,470.0
2022,51,160,Lts.,10,240.0
2022,51,160,Lts.,14,80.0
2022,51,160,Lts.,15,80.0
2022,51,160,Lts.,61,80.0
2022,51,160,Lts.,62,610.0
2022,51,160,Lts.,63,170.0
2022,51,161,Pack,62,18.0
2022,51,166,Lts.,2,5.0
2022,51,166,Lts.,3,16.0
2022,51,166,Lts.,10,31.0
2022,51,166,Lts.,14,4.0
2022,51,166,Lts.,15,28.0
2022,51,166,Lts.,61,1.0
2022,51,166,Lts.,62,18.0
2022,51,166,Lts.,63,116.0
2022,51,167,Kgs.,3,16.0
2022,51,168,Lts.,10,80.0
2022,51,168,Lts.,14,120.0
2022,51,168,Lts.,15,980.0
2022,51,168,Lts.,61,80.0
2022,51,168,Lts.,63,160.0
2022,51,238,Unid.,10,3.0
2022,51,238,Unid.,61,3.0
2022,51,255,Unid.,3,1.0
2022,51,257,Bls.,3,38.0
2022,51,257,Bls.,70,38.0
2022,51,257,Unid.,70,11.0
2022,51,259,Pack,15,3.0
2022,51,282,Kgs.,3,0.7
2022,51,282,Kgs.,10,3.5
2022,51,282,Kgs.,62,4.9
2022,51,282,Kgs.,63,3.85
2022,51,299,Lts.,3,35.0
2022,51,299,Lts.,15,130.0
2022,51,299,Lts.,62,10.0
2022,51,299,Lts.,63,115.0
2022,51,377,Lts.,15,360.0
2022,51,377,Lts.,61,240.0
2022,51,377,Lts.,62,40.0
2022,51,377,Lts.,63,100.0
2022,51,380,Kgs.,3,520.0
2022,51,380,Kgs.,10,350.0
2022,51,380,Kgs.,14,90.0
2022,51,380,Kgs.,15,400.0
2022,51,380,Kgs.,62,980.0
2022,51,380,Kgs.,63,1870.0
2022,51,393,Pack,62,2.0
2022,51,393,Pack,63,4.0
2022,51,394,Pack,10,2.0
2022,51,394,Pack,15,6.0
2022,51,394,Pack,61,2.0
2022,51,394,Pack,62,1.0
2022,51,394,Pack,63,3.0
2022,51,396,Kgs.,63,1.0
2022,51,396,Unid.,63,25.0
2022,51,408,Unid.,62,2.0
2022,51,408,Unid.,63,11.0
2022,51,41,Lts.,3,20.0
2022,51,41,Lts.,10,40.0
2022,51,41,Lts.,15,1600.0
2022,51,41,Lts.,62,440.0
2022,51,41,Lts.,63,1220.0
2022,51,411,Lts.,61,40.0
2022,51,42,Lts.,15,60.0
2022,51,42,Lts.,63,20.0
2022,51,44,Lts.,3,20.0
2022,51,44,Lts.,10,20.0
2022,51,44,Lts.,15,80.0
2022,51,44,Lts.,63,40.0
2022,51,481,Tn.,3,1.8
2022,51,481,Tn.,15,0.25
2022,51,481,Tn.,63,0.4
2022,51,489,Lts.,3,800.0
2022,51,489,Lts.,15,160.0
2022,51,489,Lts.,61,60.0
2022,51,489,Lts.,62,620.0
2022,51,489,Lts.,63,420.0
2022,51,51,Lts.,2,100.0
2022,51,51,Lts.,3,460.0
2022,51,51,Lts.,4,30.0
2022,51,51,Lts.,10,180.0
2022,51,51,Lts.,15,290.0
2022,51,51,Lts.,61,260.0
2022,51,51,Lts.,62,420.0
2022,51,51,Lts.,63,300.0
2022,51,52,Lts.,3,20.0
2022,51,53,Kgs.,10,4.8
2022,51,53,Kgs.,15,5.4
2022,51,53,Kgs.,61,2.0
2022,51,54,Lts.,15,10.0
2022,51,54,Lts.,62,30.0
2022,51,54,Lts.,63,40.0
2022,51,56,Kgs.,3,8.0
2022,51,56,Kgs.,4,0.5
2022,51,56,Kgs.,10,2.5
2022,51,56,Kgs.,15,3.0
2022,51,56,Kgs.,61,0.5
2022,51,56,Kgs.,62,7.0
2022,51,56,Kgs.,63,11.5
2022,51,59,Lts.,3,5.0
2022,51,60,Kgs.,62,20.0
2022,51,60,Lts.,15,5.0
2022,51,63,Lts.,15,15.0
2022,51,65,Kgs.,62,465.0
2022,51,65,Lts.,2,420.0
2022,51,65,Lts.,3,3540.0
2022,51,65,Lts.,4,80.0
2022,51,65,Lts.,10,2000.0
2022,51,65,Lts.,11,400.0
2022,51,65,Lts.,14,2200.0
2022,51,65,Lts.,15,9900.0
2022,51,65,Lts.,61,3000.0
2022,51,65,Lts.,62,13100.0
2022,51,65,Lts.,63,16300.0
2022,51,663,Bls.,15,20.0
2022,51,68,Lts.,1,50.0
2022,51,68,Lts.,2,60.0
2022,51,68,Lts.,3,35.0
2022,51,68,Lts.,10,70.0
2022,51,68,Lts.,15,430.0
2022,51,68,Lts.,61,60.0
2022,51,68,Lts.,62,155.0
2022,51,68,Lts.,63,120.0
2022,51,69,Lts.,62,50.0
2022,51,693,Lts.,62,21.0
2022,51,696,Lts.,10,2.0
2022,51,696,Lts.,15,11.0
2022,51,696,Lts.,61,10.0
2022,51,696,Lts.,62,17.0
2022,51,70,Lts.,3,60.0
2022,51,70,Lts.,10,420.0
2022,51,70,Lts.,62,110.0
2022,51,70,Lts.,63,140.0
2022,51,710,Lts.,10,6.0
2022,51,719,Kgs.,10,4.3
2022,51,719,Kgs.,63,2.02
2022,51,73,Lts.,63,15.0
2022,51,735,Lts.,2,400.0
2022,51,735,Lts.,3,500.0
2022,51,735,Lts.,10,440.0
2022,51,735,Lts.,14,120.0
2022,51,735,Lts.,15,2000.0
2022,51,735,Lts.,61,200.0
2022,51,735,Lts.,62,10320.0
2022,51,735,Lts.,63,1200.0
2022,51,761,Bls.,2,27.0
2022,51,761,Bls.,4,4.0
2022,51,761,Bls.,70,45.0
2022,51,766,Tn.,1,0.4
2022,51,766,Tn.,70,5.5
2022,51,768,Tn.,14,2.75
2022,51,77,Lts.,3,60.0
2022,51,77,Lts.,63,260.0
2022,51,774,Tn.,70,2.0
2022,51,779,Bls.,70,48.0
2022,51,792,Lts.,62,25.0
2022,51,794,Tn.,14,1.45
2022,51,794,Tn.,61,0.1
2022,51,794,Tn.,70,0.5
2022,51,796,Bls.,4,13.0
2022,51,80,Lts.,3,40.0
2022,51,80,Lts.,10,360.0
2022,51,80,Lts.,15,380.0
2022,51,80,Lts.,61,1320.0
2022,51,80,Lts.,62,500.0
2022,51,80,Lts.,63,300.0
2022,51,808,Bls.,2,11.0
2022,51,808,Bls.,61,6.0
2022,51,808,Bls.,70,5.0
2022,51,809,Lts.,63,120.0
2022,51,810,Lts.,63,325.0
2022,51,813,Kgs.,63,15.876
2022,51,816,Lts.,63,50.0
2022,51,83,Lts.,3,40.0
2022,51,83,Lts.,6,40.0
2022,51,83,Lts.,15,20.0
2022,51,83,Lts.,61,70.0
2022,51,83,Lts.,62,230.0
2022,51,83,Lts.,63,85.0
2022,51,830,Bls.,70,949.0
2022,51,832,Bls.,3,2.0
2022,51,848,Bls.,3,35.0
2022,51,848,Bls.,61,40.0
2022,51,856,Tn.,2,4.52
2022,51,856,Tn.,63,2.2
2022,51,857,Lts.,3,31.0
2022,51,857,Lts.,15,17.0
2022,51,858,Bls.,15,21.0
2022,51,865,Bls.,14,4.0
2022,51,865,Bls.,15,27.0
2022,51,866,Bls.,70,7.0
2022,51,88,Lts.,3,220.0
2022,51,88,Lts.,10,80.0
2022,51,88,Lts.,14,300.0
2022,51,88,Lts.,15,1460.0
2022,51,88,Lts.,61,1040.0
2022,51,88,Lts.,62,120.0
2022,51,88,Lts.,63,460.0
2022,51,89,Lts.,3,40.0
2022,51,89,Lts.,10,150.0
2022,51,89,Lts.,14,15.0
2022,51,89,Lts.,61,35.0
2022,51,89,Lts.,62,20.0
2022,51,89,Lts.,63,205.0
2022,51,91,Lts.,2,40.0
2022,51,91,Lts.,15,665.0
2022,51,91,Lts.,62,80.0
2022,51,91,Lts.,63,20.0
2022,51,92,Lts.,10,15.0
2022,51,92,Lts.,14,65.0
2022,51,92,Lts.,62,65.0
2022,52,102,Lts.,10,100.0
2022,52,102,Lts.,15,61.0
2022,52,102,Lts.,61,1.0
2022,52,102,Lts.,62,40.0
2022,52,102,Lts.,63,2.0
2022,52,106,Lts.,2,70.0
2022,52,106,Lts.,15,135.0
2022,52,106,Lts.,61,60.0
2022,52,106,Lts.,62,5.0
2022,52,106,Lts.,63,220.0
2022,52,111,Unid.,61,1.0
2022,52,111,Unid.,63,2.0
2022,52,136,Lts.,14,5.0
2022,52,142,Pack,10,12.0
2022,52,142,Pack,15,2.0
2022,52,158,Lts.,2,60.0
2022,52,158,Lts.,3,100.0
2022,52,158,Lts.,4,40.0
2022,52,158,Lts.,7,20.0
2022,52,158,Lts.,14,20.0
2022,52,158,Lts.,15,1955.0
2022,52,158,Lts.,61,300.0
